Timestamp,Prediction
2025-03-29 21:33:18.405985,0
2025-03-29 21:33:18.583178,0
2025-03-29 21:33:18.624312,0
2025-03-29 21:33:18.694309,0
2025-03-29 21:33:18.737686,0
2025-03-29 21:33:18.776100,0
2025-03-29 21:33:18.819747,0
2025-03-29 21:33:18.877204,0
2025-03-29 21:33:18.951075,0
2025-03-29 21:33:19.000015,0
2025-03-29 21:33:19.056370,0
2025-03-29 21:33:19.099830,0
2025-03-29 21:33:19.139759,0
2025-03-29 21:33:19.202104,0
2025-03-29 21:33:19.255841,0
2025-03-29 21:33:19.300909,0
2025-03-29 21:33:19.342170,0
2025-03-29 21:33:19.383783,0
2025-03-29 21:33:19.435808,0
2025-03-29 21:33:19.479566,0
2025-03-29 21:33:19.524945,0
2025-03-29 21:33:19.567337,0
2025-03-29 21:33:19.619769,0
2025-03-29 21:33:19.660356,0
2025-03-29 21:33:19.709623,0
2025-03-29 21:33:19.747922,0
2025-03-29 21:33:19.785804,0
2025-03-29 21:33:19.822736,0
2025-03-29 21:33:19.864014,0
2025-03-29 21:33:19.916053,0
2025-03-29 21:33:19.969634,0
2025-03-29 21:33:20.022481,0
2025-03-29 21:33:20.064942,0
2025-03-29 21:33:20.106089,0
2025-03-29 21:33:20.148065,0
2025-03-29 21:33:20.185737,0
2025-03-29 21:33:20.229473,0
2025-03-29 21:33:20.269513,0
2025-03-29 21:33:20.314510,0
2025-03-29 21:33:20.369619,0
2025-03-29 21:33:20.420998,0
2025-03-29 21:33:20.464044,0
2025-03-29 21:33:20.501144,0
2025-03-29 21:33:20.540819,0
2025-03-29 21:33:20.583477,0
2025-03-29 21:33:20.626257,0
2025-03-29 21:33:20.670829,0
2025-03-29 21:33:20.715181,0
2025-03-29 21:33:20.760885,0
2025-03-29 21:33:20.824347,0
2025-03-29 21:33:20.871006,0
2025-03-29 21:33:20.916105,0
2025-03-29 21:33:20.967837,0
2025-03-29 21:33:21.007562,0
2025-03-29 21:33:21.052715,0
2025-03-29 21:33:21.091739,0
2025-03-29 21:33:21.159484,0
2025-03-29 21:33:21.203103,0
2025-03-29 21:33:21.249680,0
2025-03-29 21:33:21.287731,0
2025-03-29 21:33:21.329591,0
2025-03-29 21:33:21.366534,0
2025-03-29 21:33:21.411991,0
2025-03-29 21:33:21.449493,0
2025-03-29 21:33:21.489454,0
2025-03-29 21:33:21.549424,0
2025-03-29 21:33:21.616088,0
2025-03-29 21:33:21.662416,0
2025-03-29 21:33:21.707477,0
2025-03-29 21:33:21.749481,0
2025-03-29 21:33:21.790451,0
2025-03-29 21:33:21.831097,0
2025-03-29 21:33:21.877758,0
2025-03-29 21:33:21.917719,0
2025-03-29 21:33:21.959507,0
2025-03-29 21:33:21.999643,0
2025-03-29 21:33:22.045068,0
2025-03-29 21:33:22.089733,0
2025-03-29 21:33:22.136297,0
2025-03-29 21:33:22.173085,0
2025-03-29 21:33:22.213900,0
2025-03-29 21:33:22.259591,0
2025-03-29 21:33:22.289492,0
2025-03-29 21:33:22.340938,0
2025-03-29 21:33:22.384107,0
2025-03-29 21:33:22.430807,0
2025-03-29 21:33:22.471818,0
2025-03-29 21:33:22.514647,0
2025-03-29 21:33:22.559495,0
2025-03-29 21:33:22.609876,0
2025-03-29 21:33:22.656027,0
2025-03-29 21:33:22.696643,0
2025-03-29 21:33:22.741627,0
2025-03-29 21:33:22.789607,0
2025-03-29 21:33:22.833028,0
2025-03-29 21:33:22.879525,0
2025-03-29 21:33:22.923242,0
2025-03-29 21:33:22.969521,0
2025-03-29 21:33:23.017729,0
2025-03-29 21:33:23.065946,0
2025-03-29 21:33:23.109804,0
2025-03-29 21:33:23.156236,0
2025-03-29 21:33:23.199515,0
2025-03-29 21:33:23.244935,0
2025-03-29 21:33:23.284006,0
2025-03-29 21:33:23.330913,0
2025-03-29 21:33:23.361978,0
2025-03-29 21:33:23.404314,0
2025-03-29 21:33:23.443717,0
2025-03-29 21:33:23.486646,0
2025-03-29 21:33:23.553739,0
2025-03-29 21:33:23.600209,0
2025-03-29 21:33:23.640902,0
2025-03-29 21:33:23.689449,0
2025-03-29 21:33:23.753161,0
2025-03-29 21:33:23.804249,0
2025-03-29 21:33:23.843225,0
2025-03-29 21:33:23.887256,0
2025-03-29 21:33:23.929495,0
2025-03-29 21:33:23.969565,0
2025-03-29 21:33:24.012722,0
2025-03-29 21:33:24.071073,0
2025-03-29 21:33:24.110758,0
2025-03-29 21:33:24.152000,0
2025-03-29 21:33:24.215796,0
2025-03-29 21:33:24.262433,0
2025-03-29 21:33:24.313139,0
2025-03-29 21:33:24.373885,0
2025-03-29 21:33:24.421121,0
2025-03-29 21:33:24.488254,0
2025-03-29 21:33:24.547804,0
2025-03-29 21:33:24.601252,0
2025-03-29 21:33:24.661368,0
2025-03-29 21:33:24.701774,0
2025-03-29 21:33:24.739798,0
2025-03-29 21:33:24.785042,0
2025-03-29 21:33:24.827638,0
2025-03-29 21:33:24.866766,0
2025-03-29 21:33:24.902105,0
2025-03-29 21:33:24.942236,0
2025-03-29 21:33:24.989846,0
2025-03-29 21:33:25.034016,0
2025-03-29 21:33:25.073918,0
2025-03-29 21:33:25.133341,0
2025-03-29 21:33:25.189529,0
2025-03-29 21:33:25.230911,0
2025-03-29 21:33:25.287159,0
2025-03-29 21:33:25.333537,0
2025-03-29 21:33:25.381140,0
2025-03-29 21:33:25.420883,0
2025-03-29 21:33:25.481200,0
2025-03-29 21:33:25.534954,0
2025-03-29 21:33:25.590891,0
2025-03-29 21:33:25.650868,0
2025-03-29 21:33:25.689449,0
2025-03-29 21:33:25.751323,0
2025-03-29 21:33:25.802444,0
2025-03-29 21:33:25.849413,0
2025-03-29 21:33:25.891041,0
2025-03-29 21:33:25.939736,0
2025-03-29 21:33:25.984309,0
2025-03-29 21:33:26.038462,0
2025-03-29 21:33:26.083505,0
2025-03-29 21:33:26.130650,0
2025-03-29 21:33:26.171193,0
2025-03-29 21:33:26.215497,0
2025-03-29 21:33:26.256218,0
2025-03-29 21:33:26.299845,0
2025-03-29 21:33:26.341171,0
2025-03-29 21:33:26.393614,0
2025-03-29 21:33:26.444998,0
2025-03-29 21:33:26.491472,0
2025-03-29 21:33:26.537285,0
2025-03-29 21:33:26.589858,0
2025-03-29 21:33:26.644532,0
2025-03-29 21:33:26.686630,0
2025-03-29 21:33:26.747963,0
2025-03-29 21:33:26.789791,0
2025-03-29 21:33:26.979473,0
2025-03-29 21:33:27.031092,0
2025-03-29 21:33:27.095240,0
2025-03-29 21:33:27.149470,0
2025-03-29 21:33:27.214503,0
2025-03-29 21:33:27.284565,0
2025-03-29 21:33:27.339453,0
2025-03-29 21:33:27.384749,0
2025-03-29 21:33:27.439812,0
2025-03-29 21:33:27.489733,0
2025-03-29 21:33:27.556669,0
2025-03-29 21:33:27.609858,0
2025-03-29 21:33:27.662740,0
2025-03-29 21:33:27.719435,0
2025-03-29 21:33:27.773307,0
2025-03-29 21:33:27.813327,0
2025-03-29 21:33:27.856488,0
2025-03-29 21:33:27.920769,0
2025-03-29 21:33:27.971662,0
2025-03-29 21:33:28.015184,0
2025-03-29 21:33:28.069649,0
2025-03-29 21:33:28.116838,0
2025-03-29 21:33:28.159569,0
2025-03-29 21:33:28.208173,0
2025-03-29 21:33:28.249949,0
2025-03-29 21:33:28.306162,0
